MainKey,Rank,FilterIn,FilterOut,ActionVar,Likelihood,Prompt,YearStart,YearEnd,DateIn,UserIn,DateOut,UserOut,Comments,NoApplyForDT,AddResultInDT
"802Delete","0225","\brESOLVING\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0226","\bsECONDARY\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0227","\bsECRETORY\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0228","\bsEGMENTAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0229","\bsTAGE I B\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0230","\bsTAGE III\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0231","\bsTAGE IVB\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0232","\bsTAGE IVE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0233","\bsTAGE SIX\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0234","\bsUBSIDING\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0235","\bsUSPECTED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0236","\btEMPORARY\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0237","\btRANSIENT\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0238","\btRAUMATIC\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0239","\buNDEFINED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0240","\bwITNESSED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0241","\baCQUIRED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0242","\baDVANCED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0243","\baPPARENT\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0244","\baTYPICAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0245","\bbOUTS OF\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0246","\bcLASS IV\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0247","\bcLINICAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0248","\bcOMBINED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0249","\bcOMPLETE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0250","\bcOMPOUND\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0251","\bcRITICAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0252","\bdIFFUSED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0253","\beLEVENTH\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0254","\beNDSTAGE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0255","\bePISODIC\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0256","\beVIDENCE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0257","\beVOLVING\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0258","\beXTENDED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0259","\beXTERNAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0260","\bfREQUENT\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0261","\bgRADE II\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0262","\bgRADE IV\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0263","\bhABITUAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0264","\biNFECTED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0265","\biNTERNAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0266","\biNVASIVE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0267","\blT SIDED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0268","\bmODERATE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0269","\bnECROTIC\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0270","\bnEONATAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0271","\bnUMEROUS\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0272","\bpOSITIVE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0273","\bpOSSIBLE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0274","\bpOSSIBLY\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0275","\bpRESUMED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0276","\bpREVIOUS\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0278","\bpROBABLE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0279","\bpROBABLY\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0280","\bpROFOUND\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0281","\bpROXIMAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0282","\bpURULENT\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0283","\brEACTIVE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0284","\brELAPSED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0285","\brEPEATED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0286","\brEPORTED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0287","\brESOLVED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0288","\brT SIDED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0289","\bsEVERELY\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0290","\bsTAGE IB\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0291","\bsTAGE II\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0292","\bsTAGE IV\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0293","\bsTENOTIC\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0294","\bsUBACUTE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0295","\bsUBTOTAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0296","\bsUPERIOR\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0297","\bsYSTEMIC\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0298","\btERMINAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0299","\btERTIARY\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"802Delete","0310","\buntractable\b",,,,,2005,9999,"2011-04-03 00:00:00","larjoha",,,,,
"803Delete","0300","\btYPE III\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0301","\buNHEALED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0302","\buNPROVEN\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0303","\buNSTABLE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0304","\baSSUMED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0305","\baTTEMPT\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0306","\bbACK OF\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0307","\bbENEATH\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0308","\bcLASS C\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0309","\bcLASS V\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0310","\bcLASS 5\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0311","\bcLASS 6\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0312","\bcLEANED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0313","\bcLEARED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0314","\bcOMPLEX\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0315","\bcONTACT\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0316","\bdIFFUSE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0317","\bdILATED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0318","\bdISTANT\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0319","\beARLIER\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0320","\beROSIVE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0321","\beVASIVE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0322","\beXTREME\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0323","\bgENERAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0324","\bgRADE I\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0325","\bgRADUAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0326","\bgROUP B\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0327","\bhEALING\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0328","\blATERAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0329","\blEVEL I\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0330","\blT SIDE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0331","\bmASSIVE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0332","\bnEWBORN\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0333","\boVERALL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0334","\bpART OF\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0335","\bpARTIAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0336","\bpASSIVE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0337","\bpRIMARY\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0338","\bpROFUSE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0339","\bpROLONG\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0340","\brEGULAR\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0341","\brELAPSE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0342","\brELATED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0343","\brT SIDE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0344","\bsEVENTH\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0345","\bsEVERAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0346","\bsTAGE C\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0347","\bsTAGE D\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0348","\bsTAGE I\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0349","\bsUSPECT\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0350","\btREATED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0351","\btWELFTH\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0352","\btYPE II\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0353","\baCTIVE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0354","\baGONAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0355","\bbEHIND\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0356","\bcLOSED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0357","\bdISTAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0358","\beFFORT\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0359","\beIGHTH\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0360","\beNTIRE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0361","\beXCESS\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0362","\bfORCED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0363","\bfORMER\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0364","\bfOURTH\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0365","\blABILE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0366","\blETHAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0367","\blIKELY\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0368","\blITTLE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0369","\bmARKED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0370","\bmIDDLE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0371","\bmORBID\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0372","\boCCULT\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0373","\bpOORLY\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0374","\brECENT\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0375","\brEPEAT\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0376","\bsECOND\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0377","\bsEPTIC\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0378","\bsEVERE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0379","\bsILENT\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0380","\bsINGLE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0381","\bsTABLE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0382","\bsTATIC\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0383","\bsTATUS\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0384","\bsUDDEN\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0385","\btRIPLE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0386","\btYPE I\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0387","\btYPE 4\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0388","\bwIDELY\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0389","\baPPAR\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0390","\bbOUTS\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0391","\bcLEAR\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0392","\bdENSE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0393","\beARLY\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0394","\beXACT\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0395","\bfATAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0396","\bfIFTH\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0397","\bfIRST\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0398","\bfOCAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"803Delete","0399","\bfRESH\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0400","\bgIANT\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0401","\bgROSS\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0402","\bkNOWN\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0403","\blARGE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0404","\blEVEL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0405","\blOCAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0406","\blOWER\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0407","\bmAJOR\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0408","\bmICRO\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0409","\bmINOR\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0410","\bmIXED\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0411","\bmULTI\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0412","\bnINTH\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0413","\bnON Q\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0414","\boNSET\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0415","\bpRIOR\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0416","\brAPID\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0417","\brIGHT\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0418","\bsIXTH\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0419","\bsMALL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0420","\bsTATE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0421","\btENTH\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0422","\btHIRD\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0423","\btHREE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0424","\btOTAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0425","\buPPER\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0426","\buSUAL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0427","\baREA\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0428","\bbASE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0429","\bbOTH\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0430","\bbOUT\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0431","\bdEEP\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0432","\bfULL\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0433","\blEFT\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0434","\bmAIN\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0435","\bmILD\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0436","\bmULT\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0437","\bnEAR\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0438","\boNLY\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0439","\boPEN\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0440","\bpART\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0441","\bpAST\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0442","\bpOOR\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0443","\bpOSS\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0444","\bpOST\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0445","\bpROB\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0446","\bsITE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0447","\bsLOW\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0448","\bsOFT\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0449","\bsUBA\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0450","\btRUE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0451","\btYPE\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0452","\bvERY\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0453","\b10TH\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0454","\b11TH\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0455","\b12TH\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0456","\bdIS\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0457","\bgEN\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0458","\bhAD\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0459","\blOW\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0460","\bmID\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0461","\bnEW\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0462","\btWO\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0463","\b1ST\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0464","\b2ND\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0465","\b3RD\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0466","\b4TH\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0467","\b5TH\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0468","\b6TH\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0469","\b7TH\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0470","\b8TH\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0471","\b9TH\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0472","\blT\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0473","\brT\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0474","\bsP\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0475","\b1\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0476","\b2\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"804Delete","0477","\bx\b",,,,,2005,9999,"2009-03-25 00:00:00","weber",,,,,
"805Delete","0500","\bUNKNOWN ETIOLOGY\b",,,,,2005,9999,"2009-03-26 00:00:00","weber",,,,,
"805Delete","0510","\bIDIOPATHIC\b",,,,,2005,9999,"2009-03-26 00:00:00","weber",,,,,
"805Delete","0520","\snos\b",,,,,2010,9999,"2010-12-10 00:00:00","larjoha",,,,,
"805Delete","0530","disseminated subdural","subdural",,,,2005,9999,"2011-04-05 00:00:00","larjoha",,,,,
