Icd,Label,Asterisk,AffectedByInterval,AffectedByStatus,NationalExtension,ActionVar,YearStart,YearEnd,DateIn,UserIn,DateOut,UserOut,Comments
"A502","Early congenital syphilis, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A503","Late congenital syphilitic oculopathy",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A504","Late congenital neurosyphilis [juvenile neurosyphilis]",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A505","Other late congenital syphilis, symptomatic",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A506","Late congenital syphilis, latent",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A507","Late congenital syphilis, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A509","Congenital syphilis, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A510","Primary genital syphilis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A511","Primary anal syphilis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A512","Primary syphilis of other sites",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A513","Secondary syphilis of skin and mucous membranes",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A514","Other secondary syphilis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A515","Early syphilis, latent",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A519","Early syphilis, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A520","Cardiovascular syphilis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A521","Symptomatic neurosyphilis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A522","Asymptomatic neurosyphilis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A523","Neurosyphilis, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A527","Other symptomatic late syphilis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A528","Late syphilis, latent",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A529","Late syphilis, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A530","Latent syphilis, unspecified as early or late",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A539","Syphilis, unspecified",0,1,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A540","Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A541","Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A542","Gonococcal pelviperitonitis and other gonococcal genitourinary infections",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A543","Gonococcal infection of eye",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A544","Gonococcal infection of musculoskeletal system",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A545","Gonococcal pharyngitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A546","Gonococcal infection of anus and rectum",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A548","Other gonococcal infections",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A549","Gonococcal infection, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A55","Chlamydial lymphogranuloma (venereum)",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A560","Chlamydial infection of lower genitourinary tract",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A561","Chlamydial infection of pelviperitoneum and other genitourinary organs",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A562","Chlamydial infection of genitourinary tract, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A563","Chlamydial infection of anus and rectum",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A564","Chlamydial infection of pharynx",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A568","Sexually transmitted chlamydial infection of other sites",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A57","Chancroid",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A58","Granuloma inguinale",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A590","Urogenital trichomoniasis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A598","Trichomoniasis of other sites",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A599","Trichomoniasis, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A600","Herpesviral infection of genitalia and urogenital tract",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A601","Herpesviral infection of perianal skin and rectum",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A609","Anogenital herpesviral infection, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A630","Anogenital (venereal) warts",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A638","Other specified predominantly sexually transmitted diseases",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A64","Unspecified sexually transmitted disease",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A65","Nonvenereal syphilis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A660","Initial lesions of yaws",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A661","Multiple papillomata and wet crab yaws",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A662","Other early skin lesions of yaws",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A663","Hyperkeratosis of yaws",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A664","Gummata and ulcers of yaws",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A665","Gangosa",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A666","Bone and joint lesions of yaws",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A667","Other manifestations of yaws",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A668","Latent yaws",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A669","Yaws, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A670","Primary lesions of pinta",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A671","Intermediate lesions of pinta",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A672","Late lesions of pinta",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A673","Mixed lesions of pinta",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A679","Pinta, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A680","Louse-borne relapsing fever",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A681","Tick-borne relapsing fever",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A689","Relapsing fever, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A690","Necrotizing ulcerative stomatitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A691","Other Vincent infections",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A692","Lyme disease",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A698","Other specified spirochaetal infections",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A699","Spirochaetal infection, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A70","Chlamydia psittaci infection",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A710","Initial stage of trachoma",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A711","Active stage of trachoma",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A719","Trachoma, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A740","Chlamydial conjunctivitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A748","Other chlamydial diseases",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A749","Chlamydial infection, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A750","Epidemic louse-borne typhus fever due to Rickettsia prowazekii",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A751","Recrudescent typhus [Brill disease]",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A752","Typhus fever due to Rickettsia typhi",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A753","Typhus fever due to Rickettsia tsutsugamushi",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A759","Typhus fever, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A770","Spotted fever due to Rickettsia rickettsii",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A771","Spotted fever due to Rickettsia conorii",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A772","Spotted fever due to Rickettsia sibirica",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A773","Spotted fever due to Rickettsia australis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A778","Other spotted fevers",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A779","Spotted fever, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A78","Q fever",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A790","Trench fever",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A791","Rickettsialpox due to Rickettsia akari",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A798","Other specified rickettsioses",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A799","Rickettsiosis, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A800","Acute paralytic poliomyelitis, vaccine-associated",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A801","Acute paralytic poliomyelitis, wild virus, imported",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A802","Acute paralytic poliomyelitis, wild virus, indigenous",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A803","Acute paralytic poliomyelitis, other and unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A804","Acute nonparalytic poliomyelitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A809","Acute poliomyelitis, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A810","Creutzfeldt-Jakob disease",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A811","Subacute sclerosing panencephalitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A812","Progressive multifocal leukoencephalopathy",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A818","Other atypical virus infections of central nervous system",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A819","Atypical virus infection of central nervous system, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A820","Sylvatic rabies",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A821","Urban rabies",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A829","Rabies, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A830","Japanese encephalitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A831","Western equine encephalitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A832","Eastern equine encephalitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A833","St Louis encephalitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A834","Australian encephalitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A835","California encephalitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A836","Rocio virus disease",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A838","Other mosquito-borne viral encephalitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A839","Mosquito-borne viral encephalitis, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A840","Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A841","Central European tick-borne encephalitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A848","Other tick-borne viral encephalitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A849","Tick-borne viral encephalitis, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A850","Enteroviral encephalitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A851","Adenoviral encephalitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A852","Arthropod-borne viral encephalitis, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A858","Other specified viral encephalitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A86","Unspecified viral encephalitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A870","Enteroviral meningitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A871","Adenoviral meningitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A872","Lymphocytic choriomeningitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A878","Other viral meningitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A879","Viral meningitis, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A880","Enteroviral exanthematous fever [Boston exanthem]",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A881","Epidemic vertigo",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A888","Other specified viral infections of central nervous system",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A89","Unspecified viral infection of central nervous system",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A920","Chikungunya virus disease",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A921","O'nyong-nyong fever",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A922","Venezuelan equine fever",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A923","West Nile virus infection",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A924","Rift Valley fever",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A925","Zika virus disease",0,0,0,0,,2019,9999,"2018-04-12 00:00:00","Iris Institute",,,
"A928","Other specified mosquito-borne viral fevers",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A929","Mosquito-borne viral fever, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A930","Oropouche virus disease",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A931","Sandfly fever",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A932","Colorado tick fever",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A938","Other specified arthropod-borne viral fevers",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A94","Unspecified arthropod-borne viral fever",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A950","Sylvatic yellow fever",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A951","Urban yellow fever",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A959","Yellow fever, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A960","Junin haemorrhagic fever",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A961","Machupo haemorrhagic fever",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A962","Lassa fever",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A968","Other arenaviral haemorrhagic fevers",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A969","Arenaviral haemorrhagic fever, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A970","Dengue without warning signs",0,0,1,0,,2016,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A971","Dengue with warning signs",0,0,1,0,,2016,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A972","Severe Dengue",0,0,1,0,,2016,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A979","Dengue, unspecified",0,0,1,0,,2016,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A980","Crimean-Congo haemorrhagic fever",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A981","Omsk haemorrhagic fever",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A982","Kyasanur Forest disease",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A983","Marburg virus disease",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A984","Ebola virus disease",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A985","Haemorrhagic fever with renal syndrome",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A988","Other specified viral haemorrhagic fevers",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"A99","Unspecified viral haemorrhagic fever",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B000","Eczema herpeticum",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B001","Herpesviral vesicular dermatitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B002","Herpesviral gingivostomatitis and pharyngotonsillitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B003","Herpesviral meningitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B004","Herpesviral encephalitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B005","Herpesviral ocular disease",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B007","Disseminated herpesviral disease",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B008","Other forms of herpesviral infection",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B009","Herpesviral infection, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B010","Varicella meningitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B011","Varicella encephalitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B012","Varicella pneumonia",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B018","Varicella with other complications",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B019","Varicella without complication",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B020","Zoster encephalitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B021","Zoster meningitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B022","Zoster with other nervous system involvement",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B023","Zoster ocular disease",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B027","Disseminated zoster",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B028","Zoster with other complications",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B029","Zoster without complication",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B03","Smallpox",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B04","Monkeypox",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B050","Measles complicated by encephalitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B051","Measles complicated by meningitis",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B052","Measles complicated by pneumonia",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B053","Measles complicated by otitis media",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B054","Measles with intestinal complications",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B058","Measles with other complications",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B059","Measles without complication",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B060","Rubella with neurological complications",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B068","Rubella with other complications",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B069","Rubella without complication",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B07","Viral warts",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B080","Other orthopoxvirus infections",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"B081","Molluscum contagiosum",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
