Icd,Label,Asterisk,AffectedByInterval,AffectedByStatus,NationalExtension,ActionVar,YearStart,YearEnd,DateIn,UserIn,DateOut,UserOut,Comments
"M2487","Other specific joint derangements, not elsewhere classified, Ankle and foot",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2488","Other specific joint derangements, not elsewhere classified, Other",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2489","Other specific joint derangements, not elsewhere classified, Site unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M249","Joint derangement, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2490","Joint derangement, unspecified, Multiple sites",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2491","Joint derangement, unspecified, Shoulder region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2492","Joint derangement, unspecified, Upper arm",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2493","Joint derangement, unspecified, Forearm",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2494","Joint derangement, unspecified, Hand",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2495","Joint derangement, unspecified, Pelvic region and thigh",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2496","Joint derangement, unspecified, Lower leg",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2497","Joint derangement, unspecified, Ankle and foot",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2498","Joint derangement, unspecified, Other",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2499","Joint derangement, unspecified, Site unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M250","Haemarthrosis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2500","Haemarthrosis, Multiple sites",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2501","Haemarthrosis, Shoulder region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2502","Haemarthrosis, Upper arm",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2503","Haemarthrosis, Forearm",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2504","Haemarthrosis, Hand",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2505","Haemarthrosis, Pelvic region and thigh",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2506","Haemarthrosis, Lower leg",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2507","Haemarthrosis, Ankle and foot",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2508","Haemarthrosis, Other",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2509","Haemarthrosis, Site unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M251","Fistula of joint",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2510","Fistula of joint, Multiple sites",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2511","Fistula of joint, Shoulder region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2512","Fistula of joint, Upper arm",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2513","Fistula of joint, Forearm",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2514","Fistula of joint, Hand",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2515","Fistula of joint, Pelvic region and thigh",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2516","Fistula of joint, Lower leg",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2517","Fistula of joint, Ankle and foot",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2518","Fistula of joint, Other",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2519","Fistula of joint, Site unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M252","Flail joint",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2520","Flail joint, Multiple sites",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2521","Flail joint, Shoulder region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2522","Flail joint, Upper arm",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2523","Flail joint, Forearm",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2524","Flail joint, Hand",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2558","Pain in joint, Other",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2559","Pain in joint, Site unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M256","Stiffness of joint, not elsewhere classified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2560","Stiffness of joint, not elsewhere classified, Multiple sites",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2561","Stiffness of joint, not elsewhere classified, Shoulder region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2562","Stiffness of joint, not elsewhere classified, Upper arm",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2563","Stiffness of joint, not elsewhere classified, Forearm",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2564","Stiffness of joint, not elsewhere classified, Hand",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2565","Stiffness of joint, not elsewhere classified, Pelvic region and thigh",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2566","Stiffness of joint, not elsewhere classified, Lower leg",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2567","Stiffness of joint, not elsewhere classified, Ankle and foot",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2568","Stiffness of joint, not elsewhere classified, Other",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2569","Stiffness of joint, not elsewhere classified, Site unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M257","Osteophyte",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2570","Osteophyte, Multiple sites",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2571","Osteophyte, Shoulder region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2572","Osteophyte, Upper arm",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2573","Osteophyte, Forearm",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2574","Osteophyte, Hand",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2575","Osteophyte, Pelvic region and thigh",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2576","Osteophyte, Lower leg",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2577","Osteophyte, Ankle and foot",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2578","Osteophyte, Other",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2579","Osteophyte, Site unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M258","Other specified joint disorders",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2580","Other specified joint disorders, Multiple sites",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2581","Other specified joint disorders, Shoulder region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2582","Other specified joint disorders, Upper arm",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2583","Other specified joint disorders, Forearm",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2584","Other specified joint disorders, Hand",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2585","Other specified joint disorders, Pelvic region and thigh",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2586","Other specified joint disorders, Lower leg",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2587","Other specified joint disorders, Ankle and foot",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2588","Other specified joint disorders, Other",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2589","Other specified joint disorders, Site unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M259","Joint disorder, unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2590","Joint disorder, unspecified, Multiple sites",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2591","Joint disorder, unspecified, Shoulder region",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2592","Joint disorder, unspecified, Upper arm",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2593","Joint disorder, unspecified, Forearm",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2594","Joint disorder, unspecified, Hand",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2595","Joint disorder, unspecified, Pelvic region and thigh",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2596","Joint disorder, unspecified, Lower leg",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2597","Joint disorder, unspecified, Ankle and foot",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2598","Joint disorder, unspecified, Other",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M2599","Joint disorder, unspecified, Site unspecified",0,0,1,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M300","Polyarteritis nodosa",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M301","Polyarteritis with lung involvement [Churg-Strauss]",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M302","Juvenile polyarteritis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M303","Mucocutaneous lymph node syndrome [Kawasaki]",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M308","Other conditions related to polyarteritis nodosa",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M310","Hypersensitivity angiitis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M311","Thrombotic microangiopathy",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M313","Wegener granulomatosis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M314","Aortic arch syndrome [Takayasu]",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M315","Giant cell arteritis with polymyalgia rheumatica",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M316","Other giant cell arteritis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M317","Microscopic polyangiitis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M318","Other specified necrotizing vasculopathies",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M319","Necrotizing vasculopathy, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M320","Drug-induced systemic lupus erythematosus",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M321","Systemic lupus erythematosus with organ or system involvement",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M328","Other forms of systemic lupus erythematosus",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M329","Systemic lupus erythematosus, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M330","Juvenile dermatomyositis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M331","Other dermatomyositis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M332","Polymyositis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M339","Dermatopolymyositis, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M340","Progressive systemic sclerosis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M341","CR(E)ST syndrome",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M342","Systemic sclerosis induced by drugs and chemicals",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M348","Other forms of systemic sclerosis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M349","Systemic sclerosis, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M350","Sicca syndrome [Sjögren]",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M351","Other overlap syndromes",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M352","Behçet disease",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M353","Polymyalgia rheumatica",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M354","Diffuse (eosinophilic) fasciitis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M355","Multifocal fibrosclerosis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M356","Relapsing panniculitis [Weber-Christian]",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M357","Hypermobility syndrome",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M358","Other specified systemic involvement of connective tissue",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M359","Systemic involvement of connective tissue, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M360","Dermato(poly)myositis in neoplastic disease",1,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M361","Arthropathy in neoplastic disease",1,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M362","Haemophilic arthropathy",1,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M363","Arthropathy in other blood disorders",1,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M364","Arthropathy in hypersensitivity reactions classified elsewhere",1,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M368","Systemic disorders of connective tissue in other diseases classified elsewhere",1,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M400","Postural kyphosis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4000","Postural kyphosis, Multiple sites in spine",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4001","Postural kyphosis, Occipito-atlanto-axial region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4002","Postural kyphosis, Cervical region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4003","Postural kyphosis, Cervicothoracic region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4004","Postural kyphosis, Thoracic region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4005","Postural kyphosis, Thoracolumbar region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4006","Postural kyphosis, Lumbar region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4007","Postural kyphosis, Lumbosacral region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4008","Postural kyphosis, Sacral and sacrococcygeal region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4009","Postural kyphosis, Site unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M401","Other secondary kyphosis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4010","Other secondary kyphosis, Multiple sites in spine",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4011","Other secondary kyphosis, Occipito-atlanto-axial region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4012","Other secondary kyphosis, Cervical region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4013","Other secondary kyphosis, Cervicothoracic region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4014","Other secondary kyphosis, Thoracic region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4015","Other secondary kyphosis, Thoracolumbar region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4016","Other secondary kyphosis, Lumbar region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4017","Other secondary kyphosis, Lumbosacral region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4018","Other secondary kyphosis, Sacral and sacrococcygeal region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4019","Other secondary kyphosis, Site unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M402","Other and unspecified kyphosis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4020","Other and unspecified kyphosis, Multiple sites in spine",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4021","Other and unspecified kyphosis, Occipito-atlanto-axial region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4022","Other and unspecified kyphosis, Cervical region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4023","Other and unspecified kyphosis, Cervicothoracic region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4024","Other and unspecified kyphosis, Thoracic region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4025","Other and unspecified kyphosis, Thoracolumbar region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4026","Other and unspecified kyphosis, Lumbar region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4027","Other and unspecified kyphosis, Lumbosacral region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4028","Other and unspecified kyphosis, Sacral and sacrococcygeal region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4029","Other and unspecified kyphosis, Site unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M403","Flatback syndrome",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4030","Flatback syndrome, Multiple sites in spine",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4031","Flatback syndrome, Occipito-atlanto-axial region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4032","Flatback syndrome, Cervical region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4033","Flatback syndrome, Cervicothoracic region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4034","Flatback syndrome, Thoracic region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4035","Flatback syndrome, Thoracolumbar region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4036","Flatback syndrome, Lumbar region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4037","Flatback syndrome, Lumbosacral region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4038","Flatback syndrome, Sacral and sacrococcygeal region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4039","Flatback syndrome, Site unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M404","Other lordosis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4040","Other lordosis, Multiple sites in spine",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4041","Other lordosis, Occipito-atlanto-axial region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4042","Other lordosis, Cervical region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4043","Other lordosis, Cervicothoracic region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4044","Other lordosis, Thoracic region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4045","Other lordosis, Thoracolumbar region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4046","Other lordosis, Lumbar region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4047","Other lordosis, Lumbosacral region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4048","Other lordosis, Sacral and sacrococcygeal region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4049","Other lordosis, Site unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M405","Lordosis, unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4050","Lordosis, unspecified, Multiple sites in spine",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4051","Lordosis, unspecified, Occipito-atlanto-axial region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4052","Lordosis, unspecified, Cervical region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4053","Lordosis, unspecified, Cervicothoracic region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4054","Lordosis, unspecified, Thoracic region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4055","Lordosis, unspecified, Thoracolumbar region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4056","Lordosis, unspecified, Lumbar region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4057","Lordosis, unspecified, Lumbosacral region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4058","Lordosis, unspecified, Sacral and sacrococcygeal region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4059","Lordosis, unspecified, Site unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M410","Infantile idiopathic scoliosis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4100","Infantile idiopathic scoliosis, Multiple sites in spine",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4101","Infantile idiopathic scoliosis, Occipito-atlanto-axial region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4102","Infantile idiopathic scoliosis, Cervical region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4103","Infantile idiopathic scoliosis, Cervicothoracic region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4104","Infantile idiopathic scoliosis, Thoracic region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4105","Infantile idiopathic scoliosis, Thoracolumbar region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4106","Infantile idiopathic scoliosis, Lumbar region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4107","Infantile idiopathic scoliosis, Lumbosacral region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4108","Infantile idiopathic scoliosis, Sacral and sacrococcygeal region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4109","Infantile idiopathic scoliosis, Site unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M411","Juvenile idiopathic scoliosis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4110","Juvenile idiopathic scoliosis, Multiple sites in spine",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4111","Juvenile idiopathic scoliosis, Occipito-atlanto-axial region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4112","Juvenile idiopathic scoliosis, Cervical region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4113","Juvenile idiopathic scoliosis, Cervicothoracic region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4114","Juvenile idiopathic scoliosis, Thoracic region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4115","Juvenile idiopathic scoliosis, Thoracolumbar region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4116","Juvenile idiopathic scoliosis, Lumbar region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4117","Juvenile idiopathic scoliosis, Lumbosacral region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4118","Juvenile idiopathic scoliosis, Sacral and sacrococcygeal region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4119","Juvenile idiopathic scoliosis, Site unspecified",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M412","Other idiopathic scoliosis",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4120","Other idiopathic scoliosis, Multiple sites in spine",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4121","Other idiopathic scoliosis, Occipito-atlanto-axial region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4122","Other idiopathic scoliosis, Cervical region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4123","Other idiopathic scoliosis, Cervicothoracic region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4124","Other idiopathic scoliosis, Thoracic region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
"M4125","Other idiopathic scoliosis, Thoracolumbar region",0,0,0,0,,2010,9999,"2018-09-18 00:00:00","Iris Institute",,,
